Set Transaction Arrival Rate,Actual Transaction Arrival Rate,Block Size,Orderers,Throughput,Avg Latency,Min Latency,Max Latency
185.0,185.3,420.0,5,155.3,0.75,0.19,1.7
185.0,185.3,425.0,5,159.8,0.74,0.27,1.52
185.0,185.3,430.0,5,161.0,0.73,0.25,1.5
185.0,185.3,435.0,5,160.5,0.75,0.32,1.49
185.0,185.4,440.0,5,156.0,0.77,0.27,1.67
185.0,185.4,445.0,5,160.8,0.74,0.3,1.48
185.0,185.3,450.0,5,156.7,0.77,0.35,1.56
185.0,185.3,455.0,5,160.4,0.76,0.32,1.5
185.0,185.4,460.0,5,158.5,0.72,0.19,1.48
185.0,185.4,465.0,5,158.5,0.74,0.29,1.58
185.0,185.3,470.0,5,157.5,0.75,0.29,1.61
185.0,185.3,475.0,5,159.0,0.74,0.25,1.48
185.0,185.3,480.0,5,156.6,0.75,0.27,1.64
185.0,185.3,485.0,5,154.4,0.76,0.29,1.63
185.0,185.4,490.0,5,157.1,0.76,0.32,1.62
185.0,185.3,495.0,5,160.5,0.75,0.32,1.5
185.0,185.4,500.0,5,160.2,0.75,0.31,1.51
185.0,185.3,505.0,5,159.6,0.74,0.26,1.53
185.0,185.4,510.0,5,157.8,0.74,0.25,1.59
185.0,185.4,515.0,5,158.7,0.75,0.28,1.51
185.0,185.3,520.0,5,160.8,0.72,0.28,1.49
185.0,185.4,525.0,5,158.6,0.71,0.13,1.49
185.0,185.3,530.0,5,158.2,0.74,0.24,1.49
185.0,185.2,535.0,5,155.8,0.72,0.2,1.58
185.0,185.3,540.0,5,160.1,0.72,0.17,1.5
185.0,185.3,545.0,5,160.4,0.74,0.3,1.5
185.0,185.3,550.0,5,160.0,0.73,0.29,1.51
185.0,185.3,555.0,5,157.4,0.75,0.28,1.6
185.0,185.3,560.0,5,160.5,0.75,0.22,1.49
185.0,185.3,565.0,5,159.3,0.75,0.33,1.49
185.0,185.3,570.0,5,160.5,0.73,0.28,1.5
185.0,185.3,575.0,5,157.7,0.76,0.29,1.6
185.0,185.4,580.0,5,160.5,0.73,0.26,1.5
185.0,185.3,585.0,5,153.4,0.76,0.26,1.69
185.0,185.4,590.0,5,160.6,0.72,0.28,1.5
185.0,185.3,595.0,5,156.7,0.75,0.31,1.56
185.0,185.4,600.0,5,160.3,0.75,0.25,1.51
185.0,185.3,605.0,5,160.4,0.74,0.32,1.5
185.0,185.4,610.0,5,160.5,0.74,0.27,1.5
185.0,185.3,615.0,5,160.8,0.73,0.27,1.49
185.0,185.3,620.0,5,158.5,0.75,0.32,1.57
185.0,185.4,625.0,5,158.5,0.74,0.25,1.56
185.0,185.3,630.0,5,160.4,0.71,0.14,1.5
185.0,185.4,635.0,5,156.2,0.73,0.21,1.67
185.0,185.3,640.0,5,160.6,0.74,0.3,1.49
185.0,185.3,645.0,5,160.5,0.73,0.15,1.49
185.0,185.3,650.0,5,157.8,0.78,0.33,1.6
185.0,185.4,655.0,5,159.9,0.75,0.24,1.49
185.0,185.4,660.0,5,160.2,0.72,0.25,1.51
185.0,185.3,665.0,5,160.4,0.73,0.21,1.5
185.0,185.3,670.0,5,160.6,0.7,0.14,1.49
185.0,185.3,675.0,5,160.1,0.75,0.28,1.51
185.0,185.3,680.0,5,158.8,0.75,0.32,1.49
185.0,185.4,685.0,5,160.8,0.74,0.31,1.49
185.0,185.3,690.0,5,155.0,0.76,0.33,1.61
185.0,185.3,695.0,5,160.2,0.75,0.31,1.5
185.0,185.3,700.0,5,159.8,0.76,0.32,1.53
185.0,185.3,705.0,5,159.2,0.74,0.3,1.49
185.0,185.3,710.0,5,160.6,0.74,0.28,1.5
185.0,185.3,715.0,5,159.3,0.74,0.27,1.54
185.0,185.3,720.0,5,156.5,0.78,0.32,1.65
185.0,185.3,730.0,5,160.7,0.74,0.3,1.48
185.0,185.4,735.0,5,156.4,0.77,0.29,1.65
185.0,185.3,740.0,5,159.8,0.79,0.33,1.54
185.0,185.5,745.0,5,164.3,0.73,0.23,1.2
185.0,184.5,750.0,5,157.0,0.76,0.24,1.55
185.0,185.3,755.0,5,159.3,0.81,0.4,1.54
185.0,184.3,760.0,5,151.7,0.93,0.43,1.81
185.0,183.1,765.0,5,156.9,0.82,0.3,1.47
185.0,185.6,770.0,5,160.5,0.75,0.31,1.49
185.0,182.0,775.0,5,164.2,0.77,0.24,1.23
185.0,185.6,780.0,5,163.5,0.77,0.32,1.28
185.0,185.3,785.0,5,159.8,0.76,0.24,1.5
185.0,185.3,790.0,5,160.1,0.74,0.33,1.52
185.0,185.3,795.0,5,160.5,0.74,0.31,1.49
185.0,185.3,800.0,5,160.1,0.76,0.31,1.51
190.0,190.2,10.0,5,132.9,1.86,0.09,3.26
190.0,190.2,15.0,5,135.6,0.71,0.11,2.21
190.0,190.7,20.0,5,182.0,0.7,0.11,1.34
190.0,190.6,25.0,5,187.7,0.2,0.06,0.39
190.0,189.7,30.0,5,136.5,0.31,0.08,2.1
190.0,190.3,35.0,5,138.0,0.33,0.11,2.08
190.0,189.6,40.0,5,186.2,0.33,0.1,0.78
190.0,190.4,45.0,5,136.7,0.33,0.12,2.11
190.0,190.2,50.0,5,185.1,0.4,0.15,0.72
190.0,190.5,55.0,5,136.6,0.35,0.11,2.1
190.0,188.8,60.0,5,137.5,0.56,0.25,2.28
190.0,189.7,65.0,5,137.4,0.59,0.2,2.11
190.0,190.3,70.0,5,136.3,0.44,0.1,2.18
190.0,190.8,75.0,5,137.2,0.47,0.16,2.17
190.0,189.4,80.0,5,140.3,0.5,0.2,2.08
190.0,190.4,85.0,5,141.6,0.57,0.17,2.15
190.0,190.6,90.0,5,135.0,0.51,0.2,2.22
190.0,188.3,95.0,5,137.3,0.59,0.24,2.29
190.0,190.7,100.0,5,184.6,0.51,0.15,0.86
190.0,189.1,105.0,5,141.5,0.63,0.23,2.11
190.0,190.7,110.0,5,137.4,0.55,0.16,2.08
190.0,189.5,115.0,5,140.9,0.75,0.3,2.27
190.0,190.7,120.0,5,138.2,0.7,0.3,2.19
190.0,190.8,125.0,5,184.0,0.64,0.19,1.02
190.0,190.2,130.0,5,157.0,0.8,0.23,1.65
190.0,189.6,135.0,5,159.1,0.77,0.26,1.59
190.0,190.5,140.0,5,159.4,0.77,0.3,1.56
190.0,190.7,145.0,5,160.5,0.77,0.37,1.51
190.0,190.7,150.0,5,156.0,0.78,0.27,1.65
190.0,190.0,155.0,5,161.0,0.76,0.26,1.5
190.0,190.3,160.0,5,156.6,0.75,0.34,1.63
190.0,189.7,165.0,5,156.9,0.79,0.36,1.59
190.0,190.7,170.0,5,158.7,0.77,0.33,1.57
190.0,189.8,175.0,5,155.5,0.77,0.36,1.67
190.0,190.5,180.0,5,160.8,0.74,0.32,1.5
190.0,189.6,185.0,5,157.3,0.77,0.35,1.6
190.0,190.0,190.0,5,156.2,0.76,0.33,1.64
190.0,190.0,195.0,5,158.1,0.84,0.4,1.63
190.0,190.4,200.0,5,155.9,0.79,0.37,1.68
190.0,190.6,205.0,5,160.8,0.8,0.38,1.53
190.0,190.7,210.0,5,160.0,0.74,0.31,1.53
190.0,190.8,215.0,5,155.8,0.79,0.37,1.69
190.0,190.5,220.0,5,158.0,0.78,0.35,1.62
190.0,190.3,225.0,5,159.3,0.73,0.18,1.54
190.0,190.4,230.0,5,161.0,0.76,0.27,1.5
190.0,190.4,235.0,5,161.3,0.71,0.23,1.47
190.0,190.3,240.0,5,158.7,0.75,0.28,1.54
190.0,189.3,245.0,5,157.8,0.79,0.3,1.63
190.0,190.4,250.0,5,160.9,0.72,0.32,1.5
190.0,190.4,255.0,5,160.8,0.77,0.33,1.49
190.0,189.6,260.0,5,158.3,0.75,0.27,1.59
190.0,190.3,265.0,5,157.7,0.76,0.31,1.62
190.0,189.8,270.0,5,157.0,0.77,0.3,1.6
190.0,190.3,275.0,5,160.8,0.73,0.26,1.5
190.0,190.1,280.0,5,155.7,0.79,0.37,1.66
190.0,190.4,285.0,5,157.3,0.77,0.34,1.63
190.0,190.4,290.0,5,160.8,0.77,0.36,1.5
190.0,190.4,295.0,5,157.5,0.75,0.27,1.63
190.0,190.4,300.0,5,159.0,0.77,0.34,1.56
190.0,190.4,305.0,5,160.6,0.73,0.22,1.53
190.0,190.4,310.0,5,160.9,0.72,0.27,1.51
190.0,190.2,315.0,5,161.2,0.72,0.3,1.48
190.0,190.1,320.0,5,154.5,0.75,0.29,1.71
190.0,190.3,325.0,5,161.3,0.75,0.33,1.49
190.0,190.3,330.0,5,157.8,0.75,0.25,1.57
190.0,190.4,335.0,5,157.0,0.78,0.33,1.66
190.0,190.4,340.0,5,161.1,0.75,0.32,1.5
190.0,190.4,345.0,5,161.1,0.75,0.35,1.5
190.0,189.6,350.0,5,153.4,0.75,0.19,1.75
190.0,190.4,355.0,5,158.6,0.76,0.29,1.59
190.0,190.4,360.0,5,160.5,0.78,0.33,1.51
190.0,190.3,365.0,5,158.4,0.75,0.31,1.59
190.0,190.3,370.0,5,157.4,0.76,0.34,1.61
190.0,190.0,375.0,5,161.8,0.73,0.23,1.47
190.0,190.4,380.0,5,153.9,0.79,0.31,1.72
190.0,190.3,385.0,5,161.6,0.77,0.33,1.48
190.0,190.4,390.0,5,161.1,0.76,0.35,1.5
190.0,190.4,395.0,5,158.2,0.77,0.34,1.61
190.0,190.4,400.0,5,160.8,0.71,0.16,1.46
190.0,190.4,405.0,5,160.5,0.77,0.31,1.49
190.0,190.4,410.0,5,161.2,0.73,0.28,1.5
190.0,190.3,415.0,5,160.7,0.74,0.28,1.51
190.0,190.4,420.0,5,157.5,0.75,0.29,1.58
190.0,190.3,425.0,5,161.2,0.72,0.29,1.49
190.0,190.3,430.0,5,160.8,0.76,0.35,1.51
190.0,190.4,435.0,5,157.7,0.73,0.26,1.58
190.0,189.6,440.0,5,154.2,0.78,0.34,1.72
190.0,190.4,445.0,5,160.5,0.76,0.35,1.49
190.0,190.4,450.0,5,155.4,0.75,0.24,1.71
190.0,189.9,455.0,5,157.1,0.76,0.35,1.61
190.0,190.4,460.0,5,157.7,0.77,0.3,1.62
190.0,190.4,465.0,5,160.3,0.74,0.28,1.53
190.0,190.4,470.0,5,160.7,0.73,0.3,1.49
190.0,190.4,475.0,5,161.2,0.74,0.31,1.49
190.0,190.4,480.0,5,161.0,0.72,0.18,1.49
190.0,190.3,485.0,5,161.2,0.73,0.29,1.48
190.0,190.3,490.0,5,155.9,0.77,0.33,1.67
190.0,190.3,495.0,5,161.0,0.74,0.3,1.49
190.0,190.4,500.0,5,160.9,0.78,0.36,1.51
190.0,190.4,505.0,5,155.0,0.76,0.27,1.68
190.0,190.4,510.0,5,155.3,0.76,0.32,1.72
190.0,189.8,515.0,5,153.4,0.77,0.33,1.75
190.0,190.5,520.0,5,160.9,0.74,0.34,1.5
190.0,190.4,525.0,5,157.5,0.75,0.29,1.6
190.0,190.4,530.0,5,160.7,0.72,0.17,1.52
190.0,190.3,535.0,5,161.0,0.77,0.32,1.5
190.0,190.0,540.0,5,161.4,0.74,0.23,1.48
190.0,190.3,545.0,5,153.8,0.77,0.35,1.72
190.0,190.2,550.0,5,158.1,0.8,0.38,1.58
190.0,189.4,555.0,5,157.6,0.75,0.29,1.58
190.0,190.4,560.0,5,160.9,0.77,0.36,1.49
190.0,190.4,565.0,5,161.1,0.73,0.31,1.48
190.0,190.2,570.0,5,159.0,0.75,0.32,1.54
190.0,190.2,575.0,5,153.8,0.77,0.34,1.73
190.0,190.4,580.0,5,160.8,0.73,0.27,1.5
190.0,190.4,585.0,5,160.5,0.73,0.26,1.5
190.0,190.3,590.0,5,160.8,0.75,0.31,1.5
190.0,190.4,595.0,5,159.8,0.76,0.34,1.5
190.0,190.3,600.0,5,161.1,0.76,0.31,1.5
190.0,190.4,605.0,5,157.9,0.72,0.2,1.62
190.0,190.3,610.0,5,161.5,0.76,0.33,1.47
190.0,190.4,615.0,5,154.7,0.79,0.35,1.71
190.0,190.4,620.0,5,156.3,0.76,0.28,1.68
190.0,190.0,625.0,5,159.9,0.76,0.33,1.54
190.0,190.4,630.0,5,157.7,0.76,0.31,1.63
190.0,190.3,635.0,5,159.2,0.76,0.29,1.59
190.0,190.2,640.0,5,161.1,0.74,0.31,1.48
190.0,190.4,645.0,5,160.8,0.73,0.15,1.49
190.0,190.4,650.0,5,160.9,0.75,0.21,1.52
190.0,189.7,655.0,5,160.8,0.76,0.34,1.5
190.0,190.4,660.0,5,160.6,0.76,0.33,1.5
190.0,190.2,665.0,5,158.1,0.76,0.33,1.58
190.0,190.4,670.0,5,160.9,0.75,0.33,1.5
190.0,190.4,675.0,5,160.4,0.76,0.34,1.52
190.0,190.3,680.0,5,159.3,0.74,0.31,1.56
190.0,190.4,685.0,5,160.9,0.72,0.25,1.49
190.0,189.0,690.0,5,155.6,0.77,0.32,1.66
190.0,190.3,695.0,5,160.9,0.72,0.24,1.48
190.0,190.3,700.0,5,154.9,0.77,0.35,1.7
190.0,189.6,705.0,5,154.3,0.77,0.33,1.71
190.0,190.3,710.0,5,160.9,0.73,0.3,1.49
190.0,190.2,715.0,5,156.7,0.76,0.32,1.65
190.0,190.4,720.0,5,161.6,0.72,0.28,1.48
190.0,190.4,730.0,5,160.6,0.75,0.31,1.5
190.0,190.4,735.0,5,158.4,0.79,0.32,1.6
190.0,190.1,740.0,5,160.5,0.79,0.33,1.51
190.0,190.3,745.0,5,155.4,0.83,0.4,1.72
190.0,189.9,750.0,5,161.1,0.77,0.31,1.48
190.0,188.8,755.0,5,158.4,0.87,0.41,1.59
190.0,188.9,760.0,5,159.0,0.99,0.41,1.62
190.0,190.5,765.0,5,160.8,0.79,0.37,1.53
190.0,190.6,770.0,5,154.6,0.85,0.27,1.8
190.0,186.6,775.0,5,159.1,0.91,0.46,1.55
190.0,186.6,780.0,5,160.2,0.82,0.35,1.57
190.0,189.7,785.0,5,160.7,0.79,0.37,1.5
190.0,190.2,790.0,5,161.6,0.77,0.35,1.48
190.0,190.1,795.0,5,157.9,0.75,0.33,1.58
190.0,190.4,800.0,5,160.2,0.76,0.36,1.54
195.0,195.1,10.0,5,135.8,1.87,0.07,3.39
195.0,195.6,15.0,5,135.9,0.94,0.07,2.3
195.0,195.8,20.0,5,182.9,1.04,0.16,2.07
195.0,195.4,25.0,5,192.8,0.22,0.06,0.41
195.0,194.6,30.0,5,138.7,0.27,0.1,2.12
195.0,195.4,35.0,5,141.0,0.35,0.15,2.05
195.0,195.0,40.0,5,189.8,0.37,0.14,0.69
195.0,195.0,45.0,5,138.6,0.31,0.12,2.12
195.0,194.3,50.0,5,190.3,0.35,0.1,0.66
195.0,195.7,55.0,5,140.3,0.34,0.13,2.06
195.0,195.7,60.0,5,141.7,0.49,0.2,2.1
195.0,194.9,65.0,5,138.6,0.5,0.2,2.18
195.0,195.4,70.0,5,140.8,0.44,0.12,2.07
195.0,195.5,75.0,5,141.2,0.46,0.16,2.09
195.0,193.7,80.0,5,140.6,0.53,0.23,2.19
195.0,194.6,85.0,5,140.7,0.56,0.19,2.3
195.0,195.1,90.0,5,139.5,0.54,0.15,2.07
195.0,195.8,95.0,5,143.7,0.61,0.13,2.1
195.0,195.6,100.0,5,189.8,0.57,0.15,0.95
195.0,195.8,105.0,5,142.7,0.68,0.3,2.14
195.0,195.4,110.0,5,138.5,0.58,0.2,2.15
195.0,194.2,115.0,5,145.1,0.71,0.22,2.17
195.0,195.4,120.0,5,142.8,0.68,0.24,2.09
195.0,195.6,125.0,5,188.0,0.66,0.2,1.08
195.0,194.2,130.0,5,155.7,0.81,0.34,1.77
195.0,194.7,135.0,5,156.6,0.79,0.36,1.75
195.0,194.6,140.0,5,155.9,0.79,0.31,1.76
195.0,193.8,145.0,5,156.5,0.79,0.37,1.73
195.0,195.4,150.0,5,157.6,0.79,0.34,1.72
195.0,193.4,155.0,5,156.8,0.77,0.3,1.71
195.0,193.8,160.0,5,156.6,0.75,0.33,1.7
195.0,193.5,165.0,5,158.3,0.82,0.23,1.7
195.0,192.8,170.0,5,155.3,0.75,0.3,1.75
195.0,194.9,175.0,5,158.0,0.79,0.38,1.68
195.0,194.4,180.0,5,158.6,0.74,0.2,1.63
195.0,194.6,185.0,5,158.1,0.79,0.31,1.68
195.0,194.9,190.0,5,159.2,0.74,0.28,1.64
195.0,195.0,195.0,5,159.6,0.83,0.38,1.63
195.0,195.8,200.0,5,159.4,0.77,0.35,1.63
195.0,194.3,205.0,5,158.0,0.77,0.35,1.69
195.0,194.3,210.0,5,157.1,0.77,0.34,1.67
195.0,194.7,215.0,5,156.6,0.76,0.29,1.73
195.0,194.1,220.0,5,160.1,0.84,0.41,1.62
195.0,194.7,225.0,5,158.1,0.74,0.27,1.67
195.0,195.3,230.0,5,156.9,0.75,0.23,1.72
195.0,195.3,235.0,5,158.1,0.76,0.34,1.68
195.0,194.9,240.0,5,157.2,0.77,0.34,1.71
195.0,194.1,245.0,5,156.9,0.75,0.25,1.7
195.0,195.3,250.0,5,158.7,0.74,0.31,1.66
195.0,194.9,255.0,5,160.2,0.73,0.22,1.59
195.0,195.0,260.0,5,158.6,0.77,0.34,1.66
195.0,195.1,265.0,5,157.0,0.78,0.36,1.72
195.0,193.5,270.0,5,157.9,0.78,0.36,1.68
195.0,195.0,275.0,5,157.9,0.78,0.37,1.68
195.0,194.3,280.0,5,157.0,0.75,0.29,1.71
195.0,194.7,285.0,5,156.9,0.76,0.32,1.71
195.0,195.2,290.0,5,159.4,0.77,0.35,1.62
195.0,194.9,295.0,5,159.8,0.75,0.32,1.61
195.0,194.4,300.0,5,155.2,0.75,0.27,1.75
195.0,195.3,305.0,5,160.5,0.75,0.32,1.59
195.0,194.4,310.0,5,159.0,0.77,0.36,1.64
195.0,195.2,315.0,5,160.9,0.76,0.33,1.56
195.0,194.4,320.0,5,160.3,0.75,0.33,1.58
195.0,195.4,325.0,5,156.2,0.76,0.31,1.72
195.0,195.3,330.0,5,158.5,0.78,0.36,1.66
195.0,194.8,335.0,5,158.1,0.81,0.35,1.66
195.0,193.6,340.0,5,158.8,0.8,0.37,1.66
195.0,195.0,345.0,5,158.1,0.72,0.28,1.66
195.0,194.4,350.0,5,158.4,0.76,0.24,1.67
195.0,195.4,355.0,5,159.6,0.74,0.31,1.62
195.0,195.4,360.0,5,156.3,0.78,0.34,1.74
195.0,194.9,365.0,5,156.8,0.79,0.37,1.72
195.0,194.9,370.0,5,158.8,0.73,0.14,1.63
195.0,195.0,375.0,5,158.0,0.77,0.35,1.67
195.0,194.7,380.0,5,156.3,0.76,0.2,1.76
195.0,195.4,385.0,5,155.6,0.74,0.33,1.76
195.0,194.0,390.0,5,157.1,0.77,0.33,1.72
195.0,193.6,395.0,5,155.2,0.77,0.23,1.76
195.0,195.0,400.0,5,157.0,0.75,0.31,1.72
195.0,195.2,405.0,5,157.9,0.76,0.29,1.69
195.0,195.2,410.0,5,157.7,0.75,0.3,1.69
195.0,195.4,415.0,5,157.7,0.78,0.35,1.7
195.0,195.2,420.0,5,156.4,0.75,0.28,1.75
195.0,195.2,425.0,5,157.3,0.76,0.35,1.71
195.0,195.4,430.0,5,158.6,0.76,0.31,1.67
195.0,195.3,435.0,5,157.7,0.78,0.34,1.68
195.0,194.8,440.0,5,157.1,0.79,0.34,1.72
195.0,194.3,445.0,5,157.2,0.78,0.24,1.71
195.0,195.3,450.0,5,157.6,0.77,0.35,1.69
195.0,195.3,455.0,5,159.3,0.74,0.16,1.64
195.0,195.3,460.0,5,156.5,0.78,0.35,1.73
195.0,195.4,465.0,5,156.3,0.77,0.33,1.76
195.0,195.2,470.0,5,159.3,0.76,0.34,1.63
195.0,194.6,475.0,5,156.9,0.75,0.27,1.72
195.0,193.3,480.0,5,159.2,0.73,0.2,1.62
195.0,195.4,485.0,5,156.7,0.76,0.25,1.71
195.0,194.3,490.0,5,156.0,0.77,0.32,1.76
195.0,194.9,495.0,5,156.9,0.78,0.34,1.72
195.0,194.6,500.0,5,155.8,0.77,0.25,1.75
195.0,193.9,505.0,5,157.7,0.76,0.34,1.69
195.0,195.0,510.0,5,158.5,0.76,0.3,1.67
195.0,194.9,515.0,5,157.0,0.76,0.23,1.72
195.0,195.3,520.0,5,157.5,0.72,0.22,1.7
195.0,194.7,525.0,5,159.1,0.74,0.21,1.64
195.0,194.4,530.0,5,157.7,0.74,0.26,1.65
195.0,195.3,535.0,5,156.1,0.69,0.2,1.56
195.0,195.1,540.0,5,156.1,0.77,0.34,1.77
195.0,195.0,545.0,5,157.2,0.74,0.33,1.7
195.0,194.6,550.0,5,158.8,0.79,0.35,1.65
195.0,194.0,555.0,5,160.3,0.76,0.36,1.6
195.0,195.3,560.0,5,159.0,0.75,0.24,1.65
195.0,195.4,565.0,5,160.2,0.73,0.29,1.6
195.0,194.7,570.0,5,156.4,0.78,0.36,1.74
195.0,194.4,575.0,5,157.1,0.79,0.38,1.71
195.0,195.4,580.0,5,160.1,0.76,0.36,1.61
195.0,195.2,585.0,5,158.8,0.76,0.22,1.64
195.0,195.4,590.0,5,157.5,0.75,0.29,1.7
195.0,195.4,595.0,5,158.2,0.73,0.26,1.67
195.0,194.4,600.0,5,157.0,0.77,0.35,1.72
195.0,194.2,605.0,5,156.8,0.8,0.36,1.73
195.0,194.1,610.0,5,155.6,0.79,0.28,1.74
195.0,194.9,615.0,5,159.5,0.77,0.32,1.62
195.0,194.4,620.0,5,160.6,0.75,0.35,1.56
195.0,194.3,625.0,5,156.0,0.78,0.35,1.75
195.0,194.7,630.0,5,158.0,0.76,0.27,1.67
195.0,195.2,635.0,5,159.4,0.75,0.34,1.63
195.0,194.3,640.0,5,158.2,0.74,0.3,1.64
195.0,194.3,645.0,5,159.9,0.77,0.29,1.59
195.0,194.6,650.0,5,155.8,0.74,0.16,1.77
195.0,194.9,655.0,5,158.0,0.79,0.34,1.68
195.0,195.4,660.0,5,159.0,0.73,0.28,1.64
195.0,195.3,665.0,5,158.6,0.75,0.34,1.66
195.0,195.3,670.0,5,158.6,0.76,0.35,1.65
195.0,194.1,675.0,5,159.7,0.77,0.36,1.62
195.0,195.3,680.0,5,160.1,0.75,0.29,1.6
195.0,195.4,685.0,5,158.1,0.76,0.32,1.68
195.0,194.9,690.0,5,156.8,0.79,0.23,1.71
195.0,195.3,695.0,5,157.6,0.73,0.26,1.69
195.0,195.3,700.0,5,159.2,0.76,0.34,1.64
195.0,193.6,705.0,5,159.4,0.77,0.32,1.62
195.0,194.9,710.0,5,158.5,0.73,0.17,1.66
195.0,193.8,715.0,5,156.5,0.76,0.33,1.72
195.0,195.1,720.0,5,160.1,0.73,0.25,1.6
195.0,195.2,730.0,5,157.1,0.75,0.28,1.69
195.0,192.3,735.0,5,158.8,0.84,0.39,1.62
195.0,193.8,740.0,5,158.2,0.79,0.37,1.68
195.0,195.5,745.0,5,156.9,0.89,0.4,1.75
195.0,195.2,750.0,5,158.2,0.78,0.29,1.7
195.0,193.1,755.0,5,158.2,0.9,0.4,1.75
195.0,190.6,760.0,5,159.3,0.96,0.48,1.67
195.0,191.8,765.0,5,157.5,0.92,0.4,1.73
195.0,193.8,770.0,5,160.5,0.78,0.34,1.58
195.0,193.4,775.0,5,159.6,0.95,0.5,1.57
195.0,194.3,780.0,5,156.4,0.78,0.24,1.7
195.0,194.5,785.0,5,156.6,0.87,0.44,1.73
195.0,194.6,790.0,5,157.1,0.76,0.32,1.71
195.0,195.2,795.0,5,157.2,0.76,0.31,1.71
195.0,194.5,800.0,5,159.2,0.78,0.27,1.64
200.0,198.6,10.0,5,139.0,2.12,0.09,3.74
200.0,195.0,15.0,5,130.8,2.04,0.09,4.0
200.0,200.8,20.0,5,184.6,0.68,0.16,1.36
200.0,200.7,25.0,5,197.0,0.24,0.09,0.56
200.0,199.8,30.0,5,141.8,0.31,0.09,2.16
200.0,199.6,35.0,5,142.6,0.36,0.1,2.17
200.0,200.4,40.0,5,194.5,0.35,0.11,0.7
200.0,200.3,45.0,5,142.6,0.36,0.14,2.07
200.0,200.8,50.0,5,193.1,0.45,0.19,0.84
200.0,200.8,55.0,5,142.9,0.39,0.09,2.06
200.0,200.8,60.0,5,143.0,0.48,0.16,2.2
200.0,197.0,65.0,5,142.3,0.67,0.27,2.16
200.0,185.5,70.0,5,133.6,0.65,0.25,2.15
200.0,200.9,75.0,5,143.5,0.56,0.18,2.08
200.0,200.3,80.0,5,144.6,0.58,0.24,2.11
200.0,198.5,85.0,5,147.2,0.57,0.11,2.11
200.0,199.5,90.0,5,142.0,0.58,0.17,2.07
200.0,200.7,95.0,5,144.2,0.67,0.24,2.13
200.0,197.7,100.0,5,191.1,0.6,0.17,1.0
200.0,200.8,105.0,5,146.5,0.65,0.27,2.12
200.0,200.4,110.0,5,143.0,0.57,0.19,2.06
200.0,198.5,115.0,5,148.6,0.75,0.32,2.14
200.0,200.8,120.0,5,145.3,0.81,0.31,2.1
200.0,200.6,125.0,5,193.0,0.66,0.2,1.05
200.0,198.5,130.0,5,156.7,0.88,0.39,1.77
200.0,198.9,135.0,5,157.1,0.75,0.22,1.82
200.0,199.5,140.0,5,159.9,0.82,0.38,1.71
200.0,195.8,145.0,5,155.1,0.85,0.4,1.83
200.0,198.2,150.0,5,157.7,0.85,0.38,1.75
200.0,200.4,155.0,5,159.8,0.94,0.41,1.63
200.0,199.1,160.0,5,155.3,0.81,0.36,1.84
200.0,197.9,165.0,5,158.2,0.77,0.27,1.75
200.0,200.6,170.0,5,158.8,0.78,0.33,1.78
200.0,200.8,175.0,5,155.6,0.8,0.33,1.75
200.0,199.8,180.0,5,159.4,0.8,0.33,1.75
200.0,200.7,185.0,5,156.7,0.81,0.4,1.67
200.0,200.8,190.0,5,157.7,0.74,0.29,1.59
200.0,200.4,195.0,5,157.6,1.01,0.49,1.67
200.0,200.2,200.0,5,157.8,0.87,0.37,1.75
200.0,198.4,205.0,5,159.4,0.76,0.21,1.71
200.0,196.9,210.0,5,159.7,0.78,0.34,1.72
200.0,199.5,215.0,5,157.9,0.78,0.32,1.8
200.0,199.4,220.0,5,159.0,0.85,0.42,1.75
200.0,198.9,225.0,5,159.4,0.76,0.32,1.73
200.0,198.6,230.0,5,159.7,0.74,0.3,1.73
200.0,198.6,235.0,5,159.5,0.76,0.3,1.73
200.0,199.7,240.0,5,159.3,0.75,0.33,1.7
200.0,199.1,245.0,5,157.7,0.74,0.22,1.71
200.0,199.2,250.0,5,160.6,0.72,0.2,1.68
200.0,199.9,255.0,5,158.0,0.74,0.28,1.79
200.0,197.6,260.0,5,157.2,0.83,0.31,1.8
200.0,199.6,265.0,5,161.3,0.75,0.25,1.64
200.0,200.0,270.0,5,160.8,0.8,0.31,1.69
200.0,197.9,275.0,5,159.5,0.73,0.27,1.63
200.0,199.0,280.0,5,157.8,0.79,0.34,1.79
200.0,198.0,285.0,5,159.1,0.74,0.32,1.66
200.0,200.3,290.0,5,159.6,0.79,0.38,1.68
200.0,200.2,295.0,5,155.7,0.74,0.29,1.67
200.0,198.5,300.0,5,160.5,0.77,0.28,1.7
200.0,197.9,305.0,5,159.3,0.74,0.24,1.66
200.0,198.5,310.0,5,159.0,0.78,0.36,1.73
200.0,198.2,315.0,5,160.0,0.77,0.34,1.72
200.0,198.5,320.0,5,159.4,0.75,0.34,1.74
200.0,199.3,325.0,5,159.3,0.74,0.3,1.75
200.0,199.5,330.0,5,158.8,0.78,0.28,1.74
200.0,200.2,335.0,5,159.0,0.77,0.28,1.75
200.0,200.4,340.0,5,158.2,0.8,0.33,1.72
200.0,199.2,345.0,5,159.1,0.75,0.3,1.67
200.0,199.8,350.0,5,157.8,0.8,0.34,1.8
200.0,199.8,355.0,5,158.8,0.78,0.33,1.76
200.0,198.9,360.0,5,158.2,0.78,0.34,1.77
200.0,199.0,365.0,5,158.2,0.74,0.23,1.73
